,Name,Label,Location,Price,Kms_driven,Fuel_type,Owner,Year,Company
782,Hyundai Grand i10 - 2017,PLATINUM,Chennai,"₹5,57,599","52,030 kms ", Diesel , 2nd Owner, 2017,Hyundai
783,Mahindra XUV 500 - 2018,PLATINUM,Pune,"₹15,18,099","44,721 kms ", Diesel , 2nd Owner, 2018,Mahindra
784,Mahindra Marazzo M6 7 STR - 2018,GOLD,Madurai,"₹11,90,000","50,000 kms ", Diesel,, 2018,Mahindra
785,Skoda Laura Ambition 2.0 TDI CR MT - 2011,GOLD,Madurai,"₹5,90,000","95,000 kms ", Diesel,, 2011,Skoda
786,Tata Harrier XZ Dash Edition - 2020,GOLD,Madurai,"₹19,80,000","17,000 kms ", Diesel,, 2020,Tata
787,Mahindra XUV 500 W10 1.99 - 2018,GOLD,Chennai,"₹13,50,000","52,500 kms ", Diesel,, 2018,Mahindra
788,BMW 5 Series 523i Sedan - 2010,GOLD,NaviMumbai,"₹10,59,000","49,000 kms ", Petrol , 3rd Owner, 2010,BMW
789,Maruti Suzuki Alto LXi - 2011,GOLD,Kolkata,"₹1,85,000","55,000 kms ", Petrol , 1st Owner, 2011,Maruti
790,Mahindra Scorpio 2.6 SLX CRDe - 2014,GOLD,Chennai,"₹7,10,000","81,500 kms ", Diesel,, 2014,Mahindra
791,Mercedes Benz E Class E250 CDI Launch Edition - 2013,GOLD,Kolkata,"₹19,48,888","10,000 kms ", Diesel , 1st Owner, 2013,Mercedes
792,Tata Harrier - 2020,PLATINUM,Bangalore,"₹22,72,499","22,667 kms ", Diesel , 2nd Owner, 2020,Tata
793,Honda City - 2014,PLATINUM,Bangalore,"₹6,26,199","68,519 kms ", Petrol , 1st Owner, 2014,Honda
794,Tata Nano - 2015,PLATINUM,Bangalore,"₹2,36,099","64,011 kms ", Petrol , 1st Owner, 2015,Tata
795,Maruti Suzuki Alto VXi - 2021,PLATINUM,Bangalore,"₹4,30,499","13,598 kms ", Petrol , 1st Owner, 2021,Maruti
796,Maruti Suzuki Wagon R 1.0 Vxi - 2014,PLATINUM,Bangalore,"₹4,42,799","47,037 kms ", Petrol , 2nd Owner, 2014,Maruti
797,Hyundai Creta - 2018,PLATINUM,Pune,"₹13,73,699","69,711 kms ", Petrol , 2nd Owner, 2018,Hyundai
798,Hyundai Elite i20 Asta 1.2 - 2015,PLATINUM,Pune,"₹5,89,299","49,189 kms ", Petrol , 2nd Owner, 2015,Hyundai
799,Maruti Suzuki Alto 800 Lxi - 2016,PLATINUM,Chennai,"₹2,98,199","18,368 kms ", Petrol , 1st Owner, 2016,Maruti
800,Tata Harrier - 2020,PLATINUM,Pune,"₹15,08,799","16,874 kms ", Diesel , 2nd Owner, 2020,Tata
801,Maruti Suzuki Eeco - 2019,PLATINUM,Bangalore,"₹4,73,699","24,484 kms ", Petrol , 2nd Owner, 2019,Maruti
802,Maruti Suzuki Baleno - 2019,PLATINUM,Chennai,"₹6,56,299","20,688 kms ", Petrol , 2nd Owner, 2019,Maruti
803,Maruti Suzuki Alto K10 Vxi - 2016,PLATINUM,Chennai,"₹3,45,799","24,065 kms ", Petrol , 2nd Owner, 2016,Maruti
804,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2018,PLATINUM,Chennai,"₹5,84,599","22,609 kms ", Petrol , 2nd Owner, 2018,Hyundai
805,Skoda Rapid - 2017,PLATINUM,Pune,"₹7,86,799","56,523 kms ", Diesel , 2nd Owner, 2017,Skoda
806,Hyundai Elite i20 Sportz 1.2 - 2018,PLATINUM,Chennai,"₹6,24,799","48,031 kms ", Petrol , 2nd Owner, 2018,Hyundai
807,Hyundai Grand i10 - 2016,PLATINUM,Chennai,"₹4,72,399","45,578 kms ", Petrol , 1st Owner, 2016,Hyundai
808,Hyundai Fluidic Verna 1.6 CRDi SX - 2012,GOLD,Kolkata,"₹4,08,888","70,070 kms ", Diesel , 1st Owner, 2012,Hyundai
809,Hyundai i10 Magna - 2015,GOLD,Kolkata,"₹2,88,888","28,000 kms ", Petrol , 1st Owner, 2015,Hyundai
810,Chevrolet Sail 1.2 LS - 2013,GOLD,Kolkata,"₹1,98,888","30,030 kms ", Diesel , 1st Owner, 2013,Chevrolet
811,Ford Endeavor 4X4 XLT AT - 2011,GOLD,Kolkata,"₹8,98,888","25,000 kms ", Diesel , 1st Owner, 2011,Ford
812,BMW 3 Series 320d - 2013,GOLD,Kolkata,"₹11,48,888","8,000 kms ", Diesel , 1st Owner, 2013,BMW
813,Chevrolet Spark - 2010,GOLD,Chennai,"₹79,000","53,000 kms ", Petrol,, 2010,Chevrolet
814,Honda City - 2007,GOLD,Chennai,"₹97,000","68,000 kms ", Petrol,, 2007,Honda
815,Hyundai Santro GLS - 2007,GOLD,Pune,"₹1,35,000","58,000 kms ", Petrol,, 2007,Hyundai
816,Hyundai Elite i20 Asta 1.2 - 2016,PLATINUM,Bangalore,"₹6,87,199","28,648 kms ", Petrol , 1st Owner, 2016,Hyundai
817,Hyundai i10 Magna 1.1 iRDE2 - 2015,PLATINUM,Bangalore,"₹3,87,099","59,819 kms ", Petrol , 2nd Owner, 2015,Hyundai
818,Maruti Suzuki Baleno - 2018,PLATINUM,Chennai,"₹6,50,599","19,574 kms ", Petrol , 2nd Owner, 2018,Maruti
819,Tata Hexa - 2019,PLATINUM,Chennai,"₹17,05,799","46,337 kms ", Diesel , 2nd Owner, 2019,Tata
820,Volkswagen Polo - 2015,PLATINUM,Bangalore,"₹5,26,899","73,563 kms ", Petrol , 1st Owner, 2015,Volkswagen
821,Honda Jazz - 2016,PLATINUM,Chennai,"₹6,12,799","51,428 kms ", Petrol , 2nd Owner, 2016,Honda
822,Maruti Suzuki Alto 800 LXI Option - 2016,PLATINUM,Chennai,"₹2,69,099","95,754 kms ", Petrol , 2nd Owner, 2016,Maruti
823,Tata Hexa - 2019,PLATINUM,Chennai,"₹19,52,199","34,533 kms ", Diesel , 2nd Owner, 2019,Tata
824,Maruti Suzuki Baleno - 2016,PLATINUM,Chennai,"₹6,46,299","50,154 kms ", Petrol , 2nd Owner, 2016,Maruti
825,Maruti Suzuki Celerio Vxi - 2016,PLATINUM,Bangalore,"₹4,25,899","23,492 kms ", Petrol , 2nd Owner, 2016,Maruti
826,Maruti Suzuki Celerio ZXi AMT - 2017,PLATINUM,Bangalore,"₹4,96,399","37,739 kms ", Petrol , 2nd Owner, 2017,Maruti
827,Maruti Suzuki Celerio VXi AMT - 2015,PLATINUM,Bangalore,"₹3,93,799","46,178 kms ", Petrol , 3rd Owner, 2015,Maruti
828,Maruti Suzuki Baleno - 2017,PLATINUM,Chennai,"₹6,19,599","42,893 kms ", Petrol , 1st Owner, 2017,Maruti
829,Maruti Suzuki Alto K10 - 2019,PLATINUM,Pune,"₹4,23,599","57,875 kms ", Petrol + CNG , 2nd Owner, 2019,Maruti
830,Hyundai Venue - 2020,PLATINUM,Pune,"₹8,31,999","4,832 kms ", Petrol , 2nd Owner, 2020,Hyundai
831,Renault Triber - 2019,PLATINUM,Chennai,"₹6,95,099","27,805 kms ", Petrol , 2nd Owner, 2019,Renault
832,Hyundai Xcent S 1.1 CRDi - 2014,GOLD,Ahmedabad,"₹3,90,000","71,000 kms ", Diesel , 1st Owner, 2014,Hyundai
833,Toyota Fortuner 3.0 4x4 MT - 2013,GOLD,Chennai,"₹13,50,000","1,40,000 kms ", Diesel,, 2013,Toyota
834,Toyota Innova 2.5 V 7 STR - 2014,GOLD,Chennai,"₹13,50,000","70,000 kms ", Diesel,, 2014,Toyota
835,Honda City ZX - 2008,GOLD,Chennai,"₹2,50,000","75,000 kms ", Petrol,, 2008,Honda
836,Maruti Suzuki Alto LXi BS III - 2009,GOLD,Pune,"₹1,45,000","57,000 kms ", Petrol,, 2009,Maruti
837,Maruti Suzuki Vitara Brezza ZDi - 2018,GOLD,Pune,"₹9,80,000","57,000 kms ", Diesel,, 2018,Maruti
838,Hyundai Creta 1.4 Base - 2018,GOLD,Pune,"₹9,80,000","91,000 kms ", Diesel,, 2018,Hyundai
839,Hyundai i10 Sportz - 2009,GOLD,Nagpur,"₹1,95,000","86,000 kms ", Petrol,, 2009,Hyundai
840,Maruti Suzuki Alto K10 Vxi - 2013,PLATINUM,Chennai,"₹2,61,499","68,844 kms ", Petrol , 2nd Owner, 2013,Maruti
841,Honda Jazz - 2017,PLATINUM,Chennai,"₹6,49,699","37,070 kms ", Petrol , 1st Owner, 2017,Honda
842,Hyundai Grand i10 Magna 1.2 Kappa VTVT - 2017,PLATINUM,Pune,"₹4,94,099","20,393 kms ", Petrol , 2nd Owner, 2017,Hyundai
843,Maruti Suzuki Alto 800 Lxi - 2017,PLATINUM,Pune,"₹3,13,399","22,244 kms ", Petrol , 2nd Owner, 2017,Maruti
844,Toyota Fortuner - 2016,PLATINUM,Chennai,"₹21,22,099","47,024 kms ", Diesel , 1st Owner, 2016,Toyota
845,Hyundai Elite i20 - 2015,PLATINUM,Chennai,"₹5,52,799","64,707 kms ", Petrol , 2nd Owner, 2015,Hyundai
846,Ford Ecosport - 2013,PLATINUM,Pune,"₹4,90,099","52,149 kms ", Petrol , 2nd Owner, 2013,Ford
847,Hyundai Grand i10 - 2017,PLATINUM,Pune,"₹6,38,599","11,203 kms ", Petrol , 2nd Owner, 2017,Hyundai
848,Maruti Suzuki Alto K10 Vxi - 2015,PLATINUM,Pune,"₹3,74,799","18,071 kms ", Petrol , 2nd Owner, 2015,Maruti
849,Hyundai Elite i20 Sportz 1.2 - 2016,PLATINUM,Chennai,"₹5,17,499","81,412 kms ", Petrol , 2nd Owner, 2016,Hyundai
850,Maruti Suzuki Swift VXi Opt - 2016,PLATINUM,Chennai,"₹5,53,899","41,912 kms ", Petrol , 2nd Owner, 2016,Maruti
851,Maruti Suzuki Swift VXi Opt - 2016,PLATINUM,Chennai,"₹5,79,199","32,516 kms ", Petrol , 2nd Owner, 2016,Maruti
852,Hyundai Grand i10 Asta 1.2 Kappa VTVT - 2015,PLATINUM,Bangalore,"₹5,31,999","41,552 kms ", Petrol , 2nd Owner, 2015,Hyundai
853,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2018,PLATINUM,Chennai,"₹4,96,199","21,790 kms ", Petrol , 1st Owner, 2018,Hyundai
854,Maruti Suzuki Baleno - 2019,PLATINUM,Chennai,"₹6,59,099","34,010 kms ", Petrol , 2nd Owner, 2019,Maruti
855,Hyundai Elite i20 Magna 1.2 - 2016,PLATINUM,Chennai,"₹5,34,799","50,050 kms ", Petrol , 2nd Owner, 2016,Hyundai
856,Maruti Suzuki Ertiga VXI SMART HYBRID - 2019,GOLD,Chennai,"₹9,50,000","2,000 kms ", Petrol,, 2019,Maruti
857,Maruti Suzuki Swift VXI BSIII with ABS - 2010,GOLD,Nagpur,"₹2,65,000","71,000 kms ", Petrol,, 2010,Maruti
858,Hyundai i20 Asta 1.2 - 2015,GOLD,Chennai,"₹6,50,000","52,000 kms ", Diesel,, 2015,Hyundai
859,Maruti Suzuki Swift VXi 1.2 ABS BS IV - 2018,GOLD,Chennai,"₹6,50,000","35,000 kms ", Petrol,, 2018,Maruti
860,Renault Kwid RXT - 2016,GOLD,Chennai,"₹2,90,000","41,000 kms ", Petrol,, 2016,Renault
861,Tata Indigo LX TDI BS III - 2003,GOLD,Bangalore,"₹74,999","1,25,000 kms ", Diesel,, 2003,Tata
862,Maruti Suzuki Alto LXi BS III - 2006,GOLD,Bangalore,"₹1,55,000","85,000 kms ", Petrol,, 2006,Maruti
863,Chevrolet Optra - 2005,GOLD,Chennai,"₹69,000","85,000 kms ", Petrol,, 2005,Chevrolet
864,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2018,PLATINUM,Chennai,"₹4,96,199","21,790 kms ", Petrol , 1st Owner, 2018,Hyundai
865,Maruti Suzuki Wagon R 1.0 Vxi - 2011,PLATINUM,Chennai,"₹2,98,599","75,822 kms ", Petrol , 1st Owner, 2011,Maruti
866,Tata Tiago - 2016,PLATINUM,Bangalore,"₹4,90,199","28,589 kms ", Petrol , 1st Owner, 2016,Tata
867,Renault Kwid - 2017,PLATINUM,Bangalore,"₹4,22,999","15,883 kms ", Petrol , 2nd Owner, 2017,Renault
868,Hyundai Elite i20 ASTA 1.2 O  - 2016,PLATINUM,Chennai,"₹6,56,399","63,648 kms ", Petrol , 1st Owner, 2016,Hyundai
869,Maruti Suzuki Vitara Brezza - 2016,PLATINUM,Pune,"₹6,88,599","1,56,931 kms ", Diesel , 2nd Owner, 2016,Maruti
870,Maruti Suzuki XL6 - 2019,PLATINUM,Pune,"₹11,13,299","13,829 kms ", Petrol , 2nd Owner, 2019,Maruti
871,Maruti Suzuki Baleno - 2016,PLATINUM,Pune,"₹6,08,399","28,361 kms ", Petrol , 1st Owner, 2016,Maruti
872,Hyundai Grand i10 - 2017,PLATINUM,Chennai,"₹5,87,399","77,960 kms ", Petrol , 1st Owner, 2017,Hyundai
873,Maruti Suzuki Celerio Vxi - 2015,PLATINUM,Bangalore,"₹4,49,699","33,473 kms ", Petrol , 2nd Owner, 2015,Maruti
874,Maruti Suzuki Eeco - 2019,PLATINUM,Chennai,"₹4,64,899","29,052 kms ", Petrol , 2nd Owner, 2019,Maruti
875,Maruti Suzuki Alto 800 Lxi - 2017,PLATINUM,Chennai,"₹3,02,699","68,041 kms ", Petrol , 2nd Owner, 2017,Maruti
876,Maruti Suzuki Baleno - 2015,PLATINUM,Bangalore,"₹5,83,299","61,361 kms ", Petrol , 2nd Owner, 2015,Maruti
877,Honda BRV - 2018,PLATINUM,Bangalore,"₹8,77,999","32,218 kms ", Petrol , 2nd Owner, 2018,Honda
878,Hyundai i10 Magna 1.1 iRDE2 - 2016,PLATINUM,Chennai,"₹3,98,499","28,579 kms ", Petrol , 1st Owner, 2016,Hyundai
879,Hyundai Grand i10 - 2017,PLATINUM,Chennai,"₹5,29,399","51,343 kms ", Petrol , 2nd Owner, 2017,Hyundai
880,Chevrolet Optra - 2005,GOLD,Chennai,"₹69,000","85,000 kms ", Petrol,, 2005,Chevrolet
881,Honda City 1.5 V MT Sunroof - 2016,GOLD,Hyderabad,"₹7,00,000","86,868 kms ", Petrol,, 2016,Honda
882,Hyundai Accent - 2002,GOLD,Chennai,"₹79,000","85,000 kms ", Petrol,, 2002,Hyundai
883,Maruti Suzuki Swift VXi 1.2 ABS BS IV - 2012,GOLD,Chennai,"₹3,90,000","77,000 kms ", Petrol,, 2012,Maruti
884,Honda City V CVT Petrol - 2017,GOLD,Chennai,"₹9,50,000","35,500 kms ", Petrol , 1st Owner, 2017,Honda
885,Toyota Glanza G - 2019,GOLD,Chennai,"₹7,25,000","19,942 kms ", Petrol,, 2019,Toyota
886,Hyundai i20 Sportz Petrol - 2012,GOLD,Bangalore,"₹4,39,000","16,000 kms ", Petrol , 1st Owner, 2012,Hyundai
887,Honda City ZX CVT Petrol - 2018,GOLD,,"₹10,69,999","54,000 kms ", CNG , 1st Owner, 2018,Honda
888,Renault Kwid RxL - 2019,PLATINUM,Bangalore,"₹4,22,299","17,357 kms ", Petrol , 2nd Owner, 2019,Renault
889,Ford Figo Aspire - 2017,PLATINUM,Bangalore,"₹5,89,999","14,517 kms ", Petrol , 2nd Owner, 2017,Ford
890,Maruti Suzuki Baleno - 2017,PLATINUM,Chennai,"₹6,61,299","13,517 kms ", Petrol , 1st Owner, 2017,Maruti
891,Maruti Suzuki Wagon R 1.0 VXi Opt - 2017,PLATINUM,Chennai,"₹4,29,099","42,302 kms ", Petrol , 1st Owner, 2017,Maruti
892,Maruti Suzuki Celerio Vxi - 2015,PLATINUM,Chennai,"₹3,89,399","65,783 kms ", Petrol , 2nd Owner, 2015,Maruti
893,Renault Lodgy - 2015,PLATINUM,Chennai,"₹6,29,799","1,38,716 kms ", Diesel , 2nd Owner, 2015,Renault
894,Hyundai i10 Sportz 1.2 AT Kappa2 - 2013,PLATINUM,Bangalore,"₹3,97,299","43,339 kms ", Petrol , 1st Owner, 2013,Hyundai
895,Maruti Suzuki Ignis - 2018,PLATINUM,Pune,"₹5,46,399","19,526 kms ", Petrol , 2nd Owner, 2018,Maruti
896,Maruti Suzuki Alto K10 VXi AMT - 2016,PLATINUM,Bangalore,"₹4,12,999","25,673 kms ", Petrol , 1st Owner, 2016,Maruti
897,Maruti Suzuki Celerio - 2016,PLATINUM,Chennai,"₹4,02,799","93,304 kms ", Petrol , 2nd Owner, 2016,Maruti
898,Hyundai Creta - 2019,PLATINUM,Chennai,"₹9,15,699","94,409 kms ", Diesel , 2nd Owner, 2019,Hyundai
899,Maruti Suzuki Celerio VXi AMT - 2014,PLATINUM,Chennai,"₹3,61,499","66,799 kms ", Petrol,, 2014,Maruti
900,Hyundai EON - 2016,PLATINUM,Chennai,"₹3,57,899","27,339 kms ", Petrol , 2nd Owner, 2016,Hyundai
901,Renault Kwid - 2018,PLATINUM,Pune,"₹4,75,399","9,095 kms ", Petrol , 2nd Owner, 2018,Renault
902,Maruti Suzuki Eeco - 2019,PLATINUM,Bangalore,"₹4,85,299","21,934 kms ", Petrol , 1st Owner, 2019,Maruti
903,Maruti Suzuki Baleno - 2016,PLATINUM,Bangalore,"₹6,43,599","51,706 kms ", Petrol , 2nd Owner, 2016,Maruti
904,Honda City ZX CVT Petrol - 2018,GOLD,Dwarka,"₹10,69,999","54,000 kms ", CNG , 1st Owner, 2018,Honda
905,Honda City ZX CVT Petrol - 2018,GOLD,GirSomnath,"₹10,69,999","54,000 kms ", CNG , 1st Owner, 2018,Honda
906,Honda City ZX CVT Petrol - 2018,GOLD,Anand,"₹10,69,999","54,000 kms ", CNG , 1st Owner, 2018,Honda
907,Hyundai i20 Asta 1.2 - 2009,GOLD,Chennai,"₹2,55,000","90,000 kms ", Petrol,, 2009,Hyundai
908,Tata Hexa - 2019,GOLD,Muzaffarnagar,"₹15,00,000","85,000 kms ", Diesel,, 2019,Tata
909,Mahindra XUV 500 W8 - 2014,GOLD,Jaipur,"₹6,50,000","89,000 kms ", Diesel,, 2014,Mahindra
910,Hyundai Santro Xing GL Plus - 2010,GOLD,Jaipur,"₹1,75,000","45,000 kms ", Petrol,, 2010,Hyundai
911,Honda WRV VX MT Petrol - 2018,GOLD,Kolkata,"₹7,35,000","34,000 kms ", Petrol , 1st Owner, 2018,Honda
912,Maruti Suzuki Wagon R 1.0 VXi AMT - 2018,PLATINUM,Pune,"₹4,38,199","31,281 kms ", Petrol , 1st Owner, 2018,Maruti
913,Honda City - 2019,PLATINUM,Bangalore,"₹9,24,599","46,312 kms ", Petrol , 2nd Owner, 2019,Honda
914,Hyundai Elite i20 - 2018,PLATINUM,Chennai,"₹6,64,099","32,989 kms ", Petrol , 1st Owner, 2018,Hyundai
915,Renault Kwid - 2018,PLATINUM,Bangalore,"₹4,62,299","50,599 kms ", Petrol , 2nd Owner, 2018,Renault
916,Honda Brio - 2016,PLATINUM,Bangalore,"₹4,38,499","26,127 kms ", Petrol , 2nd Owner, 2016,Honda
917,Maruti Suzuki Vitara Brezza - 2016,PLATINUM,Bangalore,"₹6,80,999","58,118 kms ", Diesel , 2nd Owner, 2016,Maruti
918,Maruti Suzuki Alto K10 Vxi O AMT - 2019,PLATINUM,Chennai,"₹3,93,199","23,534 kms ", Petrol , 2nd Owner, 2019,Maruti
919,Maruti Suzuki Baleno - 2018,PLATINUM,Chennai,"₹6,46,799","58,978 kms ", Petrol , 2nd Owner, 2018,Maruti
920,Maruti Suzuki Wagon R 1.0 Vxi - 2014,PLATINUM,Pune,"₹3,49,999","33,103 kms ", Petrol , 1st Owner, 2014,Maruti
921,Maruti Suzuki Eeco - 2018,PLATINUM,Bangalore,"₹4,19,599","14,600 kms ", Petrol , 2nd Owner, 2018,Maruti
922,Maruti Suzuki Baleno - 2016,PLATINUM,Pune,"₹5,85,099","26,049 kms ", Petrol , 2nd Owner, 2016,Maruti
923,Ford Freestyle - 2018,PLATINUM,Bangalore,"₹6,27,799","33,895 kms ", Diesel , 1st Owner, 2018,Ford
924,Volkswagen Polo - 2017,PLATINUM,Bangalore,"₹5,20,799","32,893 kms ", Petrol , 2nd Owner, 2017,Volkswagen
925,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2013,PLATINUM,Chennai,"₹4,10,199","61,717 kms ", Petrol , 3rd Owner, 2013,Maruti
926,Maruti Suzuki Wagon R 1.0 Vxi - 2017,PLATINUM,Chennai,"₹4,04,399","82,334 kms ", Petrol , 2nd Owner, 2017,Maruti
927,Hyundai Verna - 2017,PLATINUM,Chennai,"₹6,82,799","87,381 kms ", Petrol , 2nd Owner, 2017,Hyundai
928,Land Rover Range Rover Evoque HSE Dynamic - 2017,GOLD,Chennai,"₹44,90,000","51,000 kms ", Diesel,, 2017,Land
929,Honda City ZX GXi - 2008,GOLD,Delhi,"₹1,50,000","85,000 kms ", Petrol,, 2008,Honda
930,Porsche Cayenne Select Variant - 2011,GOLD,Mumbai,"₹33,00,000","38,000 kms ", Electric , 1st Owner, 2011,Porsche
931,Toyota Innova 2.5 Z Diesel 7 Seater - 2013,GOLD,Bangalore,"₹11,75,000","2,10,000 kms ", Diesel , 1st Owner, 2013,Toyota
932,Maruti Suzuki Ciaz ZDi Plus SHVS - 2019,GOLD,Bangalore,"₹9,75,000","24,200 kms ", Petrol,, 2019,Maruti
933,MG Motors Hector Super 2.0 Diesel - 2021,GOLD,Trichy,"₹20,00,000","28,000 kms ", Diesel,, 2021,MG
934,Mahindra Bolero SLE BS IV - 2015,GOLD,Kolkata,Ask For Price,"62,000 kms ", Petrol,, 2015,Mahindra
935,Mahindra Bolero ZLX BS IV - 2012,GOLD,Trichy,"₹5,35,000","1,35,000 kms ", Diesel,, 2012,Mahindra
936,Ford Ecosport - 2019,PLATINUM,Pune,"₹10,45,799","34,642 kms ", Petrol , 2nd Owner, 2019,Ford
937,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2013,PLATINUM,Chennai,"₹4,10,199","1,54,104 kms ", Petrol , 2nd Owner, 2013,Maruti
938,Maruti Suzuki Alto K10 Vxi - 2016,PLATINUM,Chennai,"₹2,97,299","61,826 kms ", Petrol , 2nd Owner, 2016,Maruti
939,Tata Nexon - 2018,PLATINUM,Pune,"₹9,80,199","44,751 kms ", Diesel , 2nd Owner, 2018,Tata
940,Honda Jazz - 2019,PLATINUM,Chennai,"₹7,94,299","5,183 kms ", Petrol , 2nd Owner, 2019,Honda
941,Maruti Suzuki Swift Dzire Vdi BS IV - 2012,PLATINUM,Pune,"₹4,11,899","1,36,082 kms ", Diesel , 2nd Owner, 2012,Maruti
942,Maruti Suzuki Celerio Vxi O AMT - 2019,PLATINUM,Chennai,"₹5,57,399","5,817 kms ", Petrol , 1st Owner, 2019,Maruti
943,Hyundai Creta - 2015,PLATINUM,Pune,"₹8,96,099","99,138 kms ", Diesel , 2nd Owner, 2015,Hyundai
944,Honda Jazz - 2016,PLATINUM,Pune,"₹6,37,699","27,936 kms ", Petrol , 2nd Owner, 2016,Honda
945,Maruti Suzuki Alto 800 Lxi - 2014,PLATINUM,Chennai,"₹2,54,499","39,845 kms ", Petrol , 3rd Owner, 2014,Maruti
946,Maruti Suzuki Eeco - 2019,PLATINUM,Chennai,"₹4,57,699","15,615 kms ", Petrol , 2nd Owner, 2019,Maruti
947,Honda Brio - 2012,PLATINUM,Chennai,"₹3,61,599","53,158 kms ", Petrol , 2nd Owner, 2012,Honda
948,Maruti Suzuki Baleno - 2019,PLATINUM,Pune,"₹6,75,799","16,002 kms ", Petrol , 2nd Owner, 2019,Maruti
949,Maruti Suzuki Wagon R 1.0 Vxi - 2015,PLATINUM,Pune,"₹3,89,499","31,133 kms ", Petrol , 1st Owner, 2015,Maruti
950,Maruti Suzuki Baleno - 2016,PLATINUM,Bangalore,"₹6,25,599","20,172 kms ", Petrol , 2nd Owner, 2016,Maruti
951,Volkswagen Polo - 2013,PLATINUM,Bangalore,"₹6,86,999","69,653 kms ", Petrol , 1st Owner, 2013,Volkswagen
952,Maruti Suzuki Celerio ZXi AMT - 2015,GOLD,Trichy,"₹4,25,000","75,000 kms ", Petrol,, 2015,Maruti
953,Renault Pulse RxL ABS Diesel - 2012,GOLD,Trichy,"₹3,50,000","1,32,000 kms ", Diesel,, 2012,Renault
954,Skoda Rapid 1.5 TDI CR Ambition with Alloy Wheels - 2014,GOLD,Trichy,"₹5,60,000","84,000 kms ", Diesel,, 2014,Skoda
955,Maruti Suzuki SX4 VXI BS IV - 2007,GOLD,Trichy,"₹2,50,000","1,47,000 kms ", Petrol,, 2007,Maruti
956,Hyundai Santro GLS - 2008,GOLD,Uttarpara,"₹90,000","61,000 kms ", Petrol,, 2008,Hyundai
957,Hyundai i10 Era - 2012,GOLD,Delhi,"₹2,00,000","56,000 kms ", Petrol,, 2012,Hyundai
958,Mahindra KUV100 K4 D 5 STR - 2018,GOLD,Chennai,"₹3,25,000","1,08,000 kms ", Diesel,, 2018,Mahindra
959,Hyundai i20 Era 1.2 - 2018,GOLD,Chennai,"₹6,20,000","55,000 kms ", Diesel,, 2018,Hyundai
960,Volkswagen Ameo Comfortline 1.2L - 2017,PLATINUM,Chennai,"₹5,19,699","26,023 kms ", Petrol , 1st Owner, 2017,Volkswagen
961,Maruti Suzuki Alto 800 Lxi - 2018,PLATINUM,Chennai,"₹3,24,599","19,805 kms ", Petrol , 2nd Owner, 2018,Maruti
962,Maruti Suzuki Alto K10 Vxi - 2017,PLATINUM,Chennai,"₹3,40,199","41,365 kms ", Petrol , 2nd Owner, 2017,Maruti
963,Ford Ecosport - 2017,PLATINUM,Chennai,"₹6,93,999","90,001 kms ", Diesel , 1st Owner, 2017,Ford
964,Hyundai EON Era Plus - 2016,PLATINUM,Chennai,"₹3,10,999","45,285 kms ", Petrol , 2nd Owner, 2016,Hyundai
965,Maruti Suzuki Ciaz ZXI - 2016,PLATINUM,Bangalore,"₹7,22,199","42,441 kms ", Petrol , 2nd Owner, 2016,Maruti
966,Maruti Suzuki Celerio - 2016,PLATINUM,Bangalore,"₹4,85,099","24,342 kms ", Petrol , 3rd Owner, 2016,Maruti
967,Maruti Suzuki Dzire Vxi - 2017,PLATINUM,Chennai,"₹6,14,999","14,308 kms ", Petrol , 2nd Owner, 2017,Maruti
968,Maruti Suzuki Vitara Brezza - 2018,PLATINUM,Pune,"₹10,61,399","32,456 kms ", Diesel , 2nd Owner, 2018,Maruti
969,Maruti Suzuki S Cross - 2018,PLATINUM,Pune,"₹8,79,699","58,448 kms ", Diesel , 1st Owner, 2018,Maruti
970,Maruti Suzuki Ertiga VDi SHVS - 2016,PLATINUM,Chennai,"₹7,55,199","86,576 kms ", Diesel , 2nd Owner, 2016,Maruti
971,Ford Ecosport - 2018,PLATINUM,Bangalore,"₹8,16,399","50,421 kms ", Petrol , 2nd Owner, 2018,Ford
972,Maruti Suzuki Eeco - 2017,PLATINUM,Chennai,"₹4,14,299","26,035 kms ", Petrol , 2nd Owner, 2017,Maruti
973,Tata Tiago - 2018,PLATINUM,Chennai,"₹4,76,299","23,499 kms ", Petrol , 2nd Owner, 2018,Tata
974,Maruti Suzuki Baleno - 2016,PLATINUM,Chennai,"₹5,72,599","25,636 kms ", Petrol , 2nd Owner, 2016,Maruti
975,Kia Seltos - 2019,PLATINUM,Bangalore,"₹16,44,799","15,023 kms ", Petrol , 2nd Owner, 2019,Kia
976,Mahindra Jeep CL550 MDI - 2020,GOLD,Kochi,"₹4,40,000",250 kms , Diesel,, 2020,Mahindra
977,Volkswagen Vento Highline Petrol AT - 2015,GOLD,Pune,"₹5,75,000","66,000 kms ", Petrol,, 2015,Volkswagen
978,Toyota Innova 2.5 GX 7 STR BS IV - 2015,GOLD,Bangalore,"₹8,80,000","85,000 kms ", Diesel,, 2015,Toyota
